"ano";"musica";"artista";"video";"path"
1970;"coqueiro-verde";"erasmo-carlos";"wcmjfxxuqoa";"cifras\erasmo-carlos\erasmo-carlos_coqueiro-verde.html"
1970;"(they-long-to-be)-close-to-you";"carpenters";"anz1suwg_fg";"cifras\carpenters\carpenters_(they-long-to-be)-close-to-you.html"
1970;"120...-150...-200-km-por-hora";"roberto-carlos";"kxpktzrolqw";"cifras\roberto-carlos\roberto-carlos_120...-150...-200-km-por-hora.html"
1970;"ti-voglio-tanto-bene";"rossano";"ihvx8cxldum";"cifras\rossano\rossano_ti-voglio-tanto-bene.html"
1970;"american-woman";"the-guess-who";"_fuo2ozsxbc";"cifras\the-guess-who\the-guess-who_american-woman.html"
1970;"midnight-cowboy";"ferrante-&-teicher";"khaw1nevuyi";"cifras\ferrante-&-teicher\ferrante-&-teicher_midnight-cowboy.html"
1970;"gente-humilde";"angela-maria";"ee5bmyb8ufy";"cifras\angela-maria\angela-maria_gente-humilde.html"
1970;"the-long-and-winding-road";"beatles";"xqu9qhbhwns";"cifras\beatles\beatles_the-long-and-winding-road.html"
1970;"make-it-with-you";"bread";"s0kxv0gb0dw";"cifras\bread\bread_make-it-with-you.html"
1970;"cracklin-rosie";"neil-diamond";"yhumcu3fzmi";"cifras\neil-diamond\neil-diamond_cracklin-rosie.html"
1970;"get-ready";"rare-earth";"iyawy2q96ps";"cifras\rare-earth\rare-earth_get-ready.html"
1970;"adeus-solidao";"carmen-silva";"2sth26wns1y";"cifras\carmen-silva\carmen-silva_adeus-solidao.html"
1970;"everybodys-talkin";"nilsson";"55xqu9eipia";"cifras\nilsson\nilsson_everybodys-talkin.html"
1970;"pra-voce";"silvio-cesar";"jfil93h7b5i";"cifras\silvio-cesar\silvio-cesar_pra-voce.html"
1970;"para-lennon-&-mccartney";"milton-nascimento";"avhkypzuod0";"cifras\milton-nascimento\milton-nascimento_para-lennon-&-mccartney.html"
1970;"corone-antonio-bento";"tim-maia";"ixgd_yv79a4";"cifras\tim-maia\tim-maia_corone-antonio-bento.html"
1970;"spill-the-wine";"eric-burdon-&-war";"w6qcafglhe4";"cifras\eric-burdon-&-war\eric-burdon-&-war_spill-the-wine.html"
1970;"lay-down-(candles-in-the-rain)";"melanie-&-the-edwin-hawkins-singers";"ojz0lpdhqsm";"cifras\melanie-&-the-edwin-hawkins-singers\melanie-&-the-edwin-hawkins-singers_lay-down-(candles-in-the-rain).html"
1970;"meu-laiaraia";"martinho-da-vila";"sqa6k_mvmr4";"cifras\martinho-da-vila\martinho-da-vila_meu-laiaraia.html"
1970;"greeneyed-lady";"sugarloaf";"i_i7pkdqju4";"cifras\sugarloaf\sugarloaf_greeneyed-lady.html"
1970;"my-baby-loves-lovin";"white-plains";"gtcn4mm4zdi";"cifras\white-plains\white-plains_my-baby-loves-lovin.html"
1970;"rainy-night-in-georgia";"brook-benton";"bdrbf80nkdu";"cifras\brook-benton\brook-benton_rainy-night-in-georgia.html"
1970;"padre-cicero";"tim-maia";"1ym1mnuvh0k";"cifras\tim-maia\tim-maia_padre-cicero.html"
1970;"paixao-de-um-homem";"waldik-soriano";"tl2a9jsicd8";"cifras\waldik-soriano\waldik-soriano_paixao-de-um-homem.html"
1970;"teletema";"regininha";"heu8cj7hizy";"cifras\regininha\regininha_teletema.html"
1970;"hotel-das-estrelas";"gal-costa";"bsgr4mxpl1k";"cifras\gal-costa\gal-costa_hotel-das-estrelas.html"
1970;"the-boxer";"simon-&-garfunkel";"mypjocxsufc";"cifras\simon-&-garfunkel\simon-&-garfunkel_the-boxer.html"
1970;"procurando-tu";"ivon-curi";"tpdp6g_kbta";"cifras\ivon-curi\ivon-curi_procurando-tu.html"
1970;"irmaos-coragem";"jair-rodrigues";"sx5wvsc0thi";"cifras\jair-rodrigues\jair-rodrigues_irmaos-coragem.html"
1970;"carta-de-amor";"waldik-soriano";"6n-xoscxys0";"cifras\waldik-soriano\waldik-soriano_carta-de-amor.html"
1970;"eu-amo-voce";"tim-maia";"po_5a-wgcp8";"cifras\tim-maia\tim-maia_eu-amo-voce.html"
1970;"come-together";"beatles";"mfi4111pc0s";"cifras\beatles\beatles_come-together.html"
1970;"yester-me,-yester-you,-yesterday";"stevie-wonder";"lwd9mflw9xy";"cifras\stevie-wonder\stevie-wonder_yester-me,-yester-you,-yesterday.html"
1970;"vou-deitar-e-rolar";"elis-regina";"odzluys2hmi";"cifras\elis-regina\elis-regina_vou-deitar-e-rolar.html"
1970;"je-taime-(moi-non-plus)";"jane-birkin-&-serge-gainsburg";"9krvmqlnc5u";"cifras\jane-birkin-&-serge-gainsburg\jane-birkin-&-serge-gainsburg_je-taime-(moi-non-plus).html"
1970;"without-love";"tom-jones";"hva1dlqamme";"cifras\tom-jones\tom-jones_without-love.html"
1970;"esse-meu-coracao-sem-juizo";"moacyr-franco";"fjwul6-dorc";"cifras\moacyr-franco\moacyr-franco_esse-meu-coracao-sem-juizo.html"
1970;"noi-ci-amiamo";"noi,-giovani";"tuhydl3ed8a";"cifras\noi,-giovani\noi,-giovani_noi-ci-amiamo.html"
1970;"hoje";"taiguara";"dum_s8j9kuy";"cifras\taiguara\taiguara_hoje.html"
1970;"instant-karma";"john-lennon";"eqp3wt5lpa4";"cifras\john-lennon\john-lennon_instant-karma.html"
1970;"mama-told-me-(not-to-come)";"three-dog-night";"wkm7uwbjuri";"cifras\three-dog-night\three-dog-night_mama-told-me-(not-to-come).html"
1970;"eu-te-amo-meu-brasil";"os-incriveis";"cj2fxtrseto";"cifras\os-incriveis\os-incriveis_eu-te-amo-meu-brasil.html"
1970;"que-bom-seria";"agnaldo-timoteo";"qmadkqiruhm";"cifras\agnaldo-timoteo\agnaldo-timoteo_que-bom-seria.html"
1970;"verao-vermelho";"elis-regina";"drguribye7i";"cifras\elis-regina\elis-regina_verao-vermelho.html"
1970;"e-baiana";"clara-nunes";"x_rcy9ofmoi";"cifras\clara-nunes\clara-nunes_e-baiana.html"
1970;"coqueiro-verde";"doris-monteiro";"kjk4bn0iyzc";"cifras\doris-monteiro\doris-monteiro_coqueiro-verde.html"
1970;"procurando-tu";"jackson-do-pandeiro";"uxf3ea28vus";"cifras\jackson-do-pandeiro\jackson-do-pandeiro_procurando-tu.html"
1970;"ando-meio-desligado";"os-mutantes";"kopmopb9x4w";"cifras\os-mutantes\os-mutantes_ando-meio-desligado.html"
1970;"ta-chegando-fevereiro";"os-originais-do-samba";"kkdvjju7sga";"cifras\os-originais-do-samba\os-originais-do-samba_ta-chegando-fevereiro.html"
1970;"up-around-the-bend";"creedence-clearwater-revival";"bnrsahxhznq";"cifras\creedence-clearwater-revival\creedence-clearwater-revival_up-around-the-bend.html"
1970;"wedding-bell-blues";"the-5th-dimension";"cxuyqilj-yc";"cifras\the-5th-dimension\the-5th-dimension_wedding-bell-blues.html"
1970;"na-na-hey-hey-kiss-him-goodbye";"steam";"qag2acg8n60";"cifras\steam\steam_na-na-hey-hey-kiss-him-goodbye.html"
1970;"travelin-band";"creedence-clearwater-revival";"vwcj5wqsamq";"cifras\creedence-clearwater-revival\creedence-clearwater-revival_travelin-band.html"
1970;"assim-na-terra-como-no-ceu";"tim-maia";"degypqychxc";"cifras\tim-maia\tim-maia_assim-na-terra-como-no-ceu.html"
1970;"suspicious-mind";"elvis-presley";"wb0jmy-jyba";"cifras\elvis-presley\elvis-presley_suspicious-mind.html"
1970;"hey-there-lonely-girl";"eddie-holman";"3lscp1gcjuq";"cifras\eddie-holman\eddie-holman_hey-there-lonely-girl.html"
1970;"alguem-me-disse";"joelma";"9989deczpea";"cifras\joelma\joelma_alguem-me-disse.html"
1970;"eu-tambem-quero-mocoto";"trio-mocoto";"a_dkx-jfkga";"cifras\trio-mocoto\trio-mocoto_eu-tambem-quero-mocoto.html"
1970;"take-a-letter-maria";"r.b.-greaves";"wm1abtksahc";"cifras\r.b.-greaves\r.b.-greaves_take-a-letter-maria.html"
1970;"bamboleando";"francisco-egydio";"pufez1y0i4k";"cifras\francisco-egydio\francisco-egydio_bamboleando.html"
1970;"down-on-the-corner";"creedence-clearwater-revival";"cljb4zx0o1o";"cifras\creedence-clearwater-revival\creedence-clearwater-revival_down-on-the-corner.html"
1970;"and-when-i-die";"blood,-sweat-&-tears";"8gxwutvltw8";"cifras\blood,-sweat-&-tears\blood,-sweat-&-tears_and-when-i-die.html"
1970;"cancao-do-marinheiro-(cisne-branco)";"dalva-de-oliveira";"m-xod4i9d28";"cifras\dalva-de-oliveira\dalva-de-oliveira_cancao-do-marinheiro-(cisne-branco).html"
1970;"deixa-estar";"mpb4";"zesx3bezume";"cifras\mpb4\mpb4_deixa-estar.html"
1970;"o-cabecao";"golden-boys";"gxhoekp3pr4";"cifras\golden-boys\golden-boys_o-cabecao.html"
1970;"i-cant-get-next-to-you";"the-temptations";"o1obbo8tokm";"cifras\the-temptations\the-temptations_i-cant-get-next-to-you.html"
1970;"patches";"clarence-carter";"ivfsfs6nvuc";"cifras\clarence-carter\clarence-carter_patches.html"
1970;"nao-quero-nem-saber";"manhoso";"g3jhik2f9fe";"cifras\manhoso\manhoso_nao-quero-nem-saber.html"
1970;"rio-de-lagrimas-(rio-de-piracicaba)";"tiao-carreiro-&-pardinho";"eulx4zbz7as";"cifras\tiao-carreiro-&-pardinho\tiao-carreiro-&-pardinho_rio-de-lagrimas-(rio-de-piracicaba).html"
1970;"leaving-on-a-jet-plane";"peter,-paul-&-mary";"c8jeapecsqc";"cifras\peter,-paul-&-mary\peter,-paul-&-mary_leaving-on-a-jet-plane.html"
1970;"little-woman";"bobby-sherman";"wimzjocavbq";"cifras\bobby-sherman\bobby-sherman_little-woman.html"
1970;"baby,-im-for-real";"the-originals";"8mhj4h11opc";"cifras\the-originals\the-originals_baby,-im-for-real.html"
1970;"which-way-you-goin-billy?";"the-poppy-family";"pl-qlx_vqy0";"cifras\the-poppy-family\the-poppy-family_which-way-you-goin-billy?.html"
1969;"roberto-carlos";"as-curvas-da-estrada-de-santos";"tpvqe2nrw5e";"cifras\as-curvas-da-estrada-de-santos\as-curvas-da-estrada-de-santos_roberto-carlos.html"
1969;"gilberto-gil";"aquele-abraco";"ocb6wq1r0wa";"cifras\aquele-abraco\aquele-abraco_gilberto-gil.html"
1969;"taiguara";"hoje";"dum_s8j9kuy";"cifras\hoje\hoje_taiguara.html"
1969;"5th-dimension";"aquarius/let-the-sunshine-in";"opk7zf6jfje";"cifras\aquarius/let-the-sunshine-in\aquarius/let-the-sunshine-in_5th-dimension.html"
1969;"wilson-simonal";"pais-tropical";"ffrhvbdzby8";"cifras\pais-tropical\pais-tropical_wilson-simonal.html"
1969;"beatles";"get-back";"65xtnnfd0he";"cifras\get-back\get-back_beatles.html"
1969;"marcos-valle";"mustang-cor-de-sangue";"gf3xgzssfso";"cifras\mustang-cor-de-sangue\mustang-cor-de-sangue_marcos-valle.html"
1969;"the-archies";"sugar,-sugar";"h9ne2spow_o";"cifras\sugar,-sugar\sugar,-sugar_the-archies.html"
1969;"bee-gees";"i-started-a-joke";"dq6ymsvaog8";"cifras\i-started-a-joke\i-started-a-joke_bee-gees.html"
1969;"adamo";"f...-comme-femme";"akh2cv42354";"cifras\f...-comme-femme\f...-comme-femme_adamo.html"
1969;"gal-costa-&-caetano-veloso";"que-pena";"syhtwcphlxy";"cifras\que-pena\que-pena_gal-costa-&-caetano-veloso.html"
1969;"jorge-ben";"charles,-anjo-45";"ieqibxcwrsa";"cifras\charles,-anjo-45\charles,-anjo-45_jorge-ben.html"
1969;"erasmo-carlos";"sentado-a-beira-do-caminho";"yzjb1_kqyna";"cifras\sentado-a-beira-do-caminho\sentado-a-beira-do-caminho_erasmo-carlos.html"
1969;"tommy-james-&-the-shondells";"crimson-and-clover";"gpgeeneo-t0";"cifras\crimson-and-clover\crimson-and-clover_tommy-james-&-the-shondells.html"
1969;"roberto-carlos";"sua-estupidez";"yb8qete-izy";"cifras\sua-estupidez\sua-estupidez_roberto-carlos.html"
1969;"classics-iv";"traces";"gyxpqo0yyqo";"cifras\traces\traces_classics-iv.html"
1969;"nelson-ned";"tudo-passara";"wbaw4pcchuo";"cifras\tudo-passara\tudo-passara_nelson-ned.html"
1969;"creedence-clearwater-revival";"proud-mary";"xfyepmqm7bw";"cifras\proud-mary\proud-mary_creedence-clearwater-revival.html"
1969;"martinho-da-vila";"casa-de-bamba";"vwsgcuqtlk0";"cifras\casa-de-bamba\casa-de-bamba_martinho-da-vila.html"
1969;"roberto-carlos";"eu-disse-adeus";"ckj4kmacmgg";"cifras\eu-disse-adeus\eu-disse-adeus_roberto-carlos.html"
1969;"blood,-sweat-&-tears";"youve-made-me-so-very-happy";"vkuqaz0dqtk";"cifras\youve-made-me-so-very-happy\youve-made-me-so-very-happy_blood,-sweat-&-tears.html"
1969;"creedence-clearwater-revival";"green-river";"jachypaewdc";"cifras\green-river\green-river_creedence-clearwater-revival.html"
1969;"gal-costa";"nao-identificado";"krtsvgcok5k";"cifras\nao-identificado\nao-identificado_gal-costa.html"
1969;"evinha";"casaco-marrom";"erjlshfh1gc";"cifras\casaco-marrom\casaco-marrom_evinha.html"
1969;"the-flying-machine";"smile-a-little-smile-for-me";"br3xcz-osqe";"cifras\smile-a-little-smile-for-me\smile-a-little-smile-for-me_the-flying-machine.html"
1969;"stevie-wonder";"my-cherie-amour";"b0gu-cye-nq";"cifras\my-cherie-amour\my-cherie-amour_stevie-wonder.html"
1969;"mary-hopkin";"those-were-the-days";"y3kehwtnwve";"cifras\those-were-the-days\those-were-the-days_mary-hopkin.html"
1969;"caetano-veloso";"atras-do-trio-eletrico";"sd99sli8jzk";"cifras\atras-do-trio-eletrico\atras-do-trio-eletrico_caetano-veloso.html"
1969;"lulu";"to-sir-with-love";"ytapoa5rqyo";"cifras\to-sir-with-love\to-sir-with-love_lulu.html"
1969;"bobby-solo";"zingara";"b3tjeziwsoi";"cifras\zingara\zingara_bobby-solo.html"
1969;"wanderley-cardoso";"socorro,-nosso-amor-esta-morrendo";"a8ifqc2aiji";"cifras\socorro,-nosso-amor-esta-morrendo\socorro,-nosso-amor-esta-morrendo_wanderley-cardoso.html"
1969;"jorge-ben-&-toquinho";"que-maravilha";"ozn2a2exf90";"cifras\que-maravilha\que-maravilha_jorge-ben-&-toquinho.html"
1969;"beatles";"the-ballad-of-john-and-yoko";"gxx-dohias8";"cifras\the-ballad-of-john-and-yoko\the-ballad-of-john-and-yoko_beatles.html"
1969;"rolling-stones";"honky-tonk-women";"a6m77ohd110";"cifras\honky-tonk-women\honky-tonk-women_rolling-stones.html"
1969;"malcolm-roberts";"love-is-all";"h1agaunzrp0";"cifras\love-is-all\love-is-all_malcolm-roberts.html"
1969;"fabio";"stella";"td3t7fncdjw";"cifras\stella\stella_fabio.html"
1969;"frank-sinatra";"my-way";"6e2hydifdiu";"cifras\my-way\my-way_frank-sinatra.html"
1969;"claudio-fontana";"adeus-ingrata";"2jt5n2yhgh0";"cifras\adeus-ingrata\adeus-ingrata_claudio-fontana.html"
1969;"bee-gees";"tomorrow-tomorrow";"rsjapsbmnwe";"cifras\tomorrow-tomorrow\tomorrow-tomorrow_bee-gees.html"
1969;"youngbloods";"get-together";"o4fwn6vvgkq";"cifras\get-together\get-together_youngbloods.html"
1969;"oliver";"good-morning-starshine";"hw3oxjvsrj0";"cifras\good-morning-starshine\good-morning-starshine_oliver.html"
1969;"martinho-da-vila";"o-pequeno-burgues";"kh3cosre1gi";"cifras\o-pequeno-burgues\o-pequeno-burgues_martinho-da-vila.html"
1969;"roberto-carlos";"as-flores-do-jardim-da-nossa-casa";"8jm6mqeinpu";"cifras\as-flores-do-jardim-da-nossa-casa\as-flores-do-jardim-da-nossa-casa_roberto-carlos.html"
1969;"stevie-wonder";"for-once-in-my-life";"3ozclso_yuq";"cifras\for-once-in-my-life\for-once-in-my-life_stevie-wonder.html"
1969;"evinha";"cantiga-por-luciana";"yyyvmdwpjcs";"cifras\cantiga-por-luciana\cantiga-por-luciana_evinha.html"
1969;"henry-mancini";"love-theme-from-romeo-&-juliet";"pgluesiu9ri";"cifras\love-theme-from-romeo-&-juliet\love-theme-from-romeo-&-juliet_henry-mancini.html"
1969;"jane-birkin-&-serge-gainsburg";"je-taime-(moi-non-plus)";"k3fa4loqfba";"cifras\je-taime-(moi-non-plus)\je-taime-(moi-non-plus)_jane-birkin-&-serge-gainsburg.html"
1969;"o.c.-smith";"little-green-apples";"b6ujob4ovfu";"cifras\little-green-apples\little-green-apples_o.c.-smith.html"
1969;"jair-rodrigues";"o-conde";"ob0o2feqvly";"cifras\o-conde\o-conde_jair-rodrigues.html"
1969;"doris-monteiro";"mudando-de-conversa";"gcc1ywnavqy";"cifras\mudando-de-conversa\mudando-de-conversa_doris-monteiro.html"
1969;"the-marmalade";"obladi-oblada";"lu2mekhcrqa";"cifras\obladi-oblada\obladi-oblada_the-marmalade.html"
1969;"georges-jovin";"casatchok";"pf4t2eropda";"cifras\casatchok\casatchok_georges-jovin.html"
1969;"aretha-franklin";"i-say-a-little-prayer";"ktbbyglq37e";"cifras\i-say-a-little-prayer\i-say-a-little-prayer_aretha-franklin.html"
1969;"three-dog-night";"easy-to-be-hard";"jexcarynlsq";"cifras\easy-to-be-hard\easy-to-be-hard_three-dog-night.html"
1969;"doris-monteiro";"doremi";"llxwv3e-ifg";"cifras\doremi\doremi_doris-monteiro.html"
1969;"martinho-da-vila";"pra-que-dinheiro";"300iw5slmf4";"cifras\pra-que-dinheiro\pra-que-dinheiro_martinho-da-vila.html"
1969;"johnny-nash";"hold-me-tight";"x79a2qb5l-q";"cifras\hold-me-tight\hold-me-tight_johnny-nash.html"
1969;"os-mutantes";"2001";"d9s3v5vetp4";"cifras\2001\2001_os-mutantes.html"
1969;"marvin-gaye";"i-heard-it-through-the-grapevine";"hajbddm2qdg";"cifras\i-heard-it-through-the-grapevine\i-heard-it-through-the-grapevine_marvin-gaye.html"
1969;"caetano-veloso";"irene";"2zju_5k6bve";"cifras\irene\irene_caetano-veloso.html"
1969;"os-originais-do-samba";"cade-teresa";"j3kwrrsrfq8";"cifras\cade-teresa\cade-teresa_os-originais-do-samba.html"
1969;"paulinho-da-viola";"sinal-fechado";"ieuph1a7ykm";"cifras\sinal-fechado\sinal-fechado_paulinho-da-viola.html"
1969;"donovan";"atlantis";"9auejzvqwko";"cifras\atlantis\atlantis_donovan.html"
1969;"the-box-tops";"trains-and-boats-and-planes";"nb2lxskq_uc";"cifras\trains-and-boats-and-planes\trains-and-boats-and-planes_the-box-tops.html"
1969;"wilson-simonal";"meia-volta-(ana-cristina)";"9nzg1ycd12w";"cifras\meia-volta-(ana-cristina)\meia-volta-(ana-cristina)_wilson-simonal.html"
1969;"okaysions";"girl-watcher";"unxvrjjp3lw";"cifras\girl-watcher\girl-watcher_okaysions.html"
1969;"zager-&-evans";"in-the-year-2525";"whnm2k8cmu8";"cifras\in-the-year-2525\in-the-year-2525_zager-&-evans.html"
1969;"milton-nascimento";"sentinela";"bvsxo-4exoc";"cifras\sentinela\sentinela_milton-nascimento.html"
1969;"osvaldo-nunes";"levanta-a-cabeca";"9hrgrrjatwo";"cifras\levanta-a-cabeca\levanta-a-cabeca_osvaldo-nunes.html"
1969;"carmen-silva";"onde-estao-aqueles-dias";"w5bbvrev1p4";"cifras\onde-estao-aqueles-dias\onde-estao-aqueles-dias_carmen-silva.html"
1969;"the-turtles";"elenore";"jeatre3bxg8";"cifras\elenore\elenore_the-turtles.html"
1969;"jorge-ben";"cade-teresa";"nidjr6duecw";"cifras\cade-teresa\cade-teresa_jorge-ben.html"
1969;"jair-rodrigues";"leva-meu-samba";"kzi_0fbmslq";"cifras\leva-meu-samba\leva-meu-samba_jair-rodrigues.html"
1969;"beatles";"hey-jude";"eddi7ghzsqa";"cifras\hey-jude\hey-jude_beatles.html"
1969;"elis-regina";"madalena";"-nlhnbspyty";"cifras\madalena\madalena_elis-regina.html"
1969;"gary-puckett-&-the-union-gap";"over-you";"z34xadq3ra4";"cifras\over-you\over-you_gary-puckett-&-the-union-gap.html"
1969;"herb-alpert-&-the-tijuana-brass";"zazueira";"2xadcdfxet0";"cifras\zazueira\zazueira_herb-alpert-&-the-tijuana-brass.html"
1969;"the-vogues";"my-special-angel";"sfrp66hfzbo";"cifras\my-special-angel\my-special-angel_the-vogues.html"
1969;"the-guess-who";"these-eyes";"sw8nxcx5qgo";"cifras\these-eyes\these-eyes_the-guess-who.html"
1969;"ary-toledo";"o-que-sera-que-as-outras-tem-que-a-linda-nao-tem?";"bhvg7j6jbky";"cifras\o-que-sera-que-as-outras-tem-que-a-linda-nao-tem?\o-que-sera-que-as-outras-tem-que-a-linda-nao-tem?_ary-toledo.html"
1969;"jorge-ben";"domingas";"wnvkhethgpw";"cifras\domingas\domingas_jorge-ben.html"
1969;"steppenwolf";"magic-carpet-ride";"u4wiyxxpyzc";"cifras\magic-carpet-ride\magic-carpet-ride_steppenwolf.html"
1969;"leno";"a-festa-dos-seus-quinze-anos";"tga1zkei5ly";"cifras\a-festa-dos-seus-quinze-anos\a-festa-dos-seus-quinze-anos_leno.html"
1969;"1910-fruitgum-company";"1,-2,-3,-red-light";"achbnbktfjs";"cifras\1,-2,-3,-red-light\1,-2,-3,-red-light_1910-fruitgum-company.html"
1969;"tommy-roe";"dizzy";"-s_dkituty0";"cifras\dizzy\dizzy_tommy-roe.html"
1969;"the-cowsills";"hair";"ozq8qlmkw_s";"cifras\hair\hair_the-cowsills.html"
1969;"youngholt-unlimited";"soulful-strut";"yx1xsozdpik";"cifras\soulful-strut\soulful-strut_youngholt-unlimited.html"
1969;"vox-deorum";"se-o-telefone-tocar";"fxcxjbl2ozu";"cifras\se-o-telefone-tocar\se-o-telefone-tocar_vox-deorum.html"
1969;"the-foundations";"build-me-up-buttercup";"iol0b-clffm";"cifras\build-me-up-buttercup\build-me-up-buttercup_the-foundations.html"
1969;"the-zombies";"time-of-the-season";"7jm2ghmhgk0";"cifras\time-of-the-season\time-of-the-season_the-zombies.html"
1969;"the-vogues";"turn-around,-look-at-me";"8vtes-vs7ik";"cifras\turn-around,-look-at-me\turn-around,-look-at-me_the-vogues.html"
1969;"leila-silva";"chiclete-com-banana";"";"cifras\chiclete-com-banana\chiclete-com-banana_leila-silva.html"
1969;"jorge-ben";"minha-menina";"_4egcun7arw";"cifras\minha-menina\minha-menina_jorge-ben.html"
1969;"the-grass-roots";"midnight-confessions";"j07cweyupn4";"cifras\midnight-confessions\midnight-confessions_the-grass-roots.html"
1969;"agnaldo-timoteo";"eu-vou-sair-para-buscar-voce";"xuyik8jfqhs";"cifras\eu-vou-sair-para-buscar-voce\eu-vou-sair-para-buscar-voce_agnaldo-timoteo.html"
1969;"the-doors";"touch-me";"peck9a-07pw";"cifras\touch-me\touch-me_the-doors.html"
1969;"junior-walker-&-the-all-stars";"what-does-it-take";"ub72eylahjg";"cifras\what-does-it-take\what-does-it-take_junior-walker-&-the-all-stars.html"
1969;"clara-nunes";"casinha-pequenina";"vwfsm4asgwu";"cifras\casinha-pequenina\casinha-pequenina_clara-nunes.html"
1969;"tommy-james-&-the-shondells";"crystal-blue-persuasion";"xdl8zpm3gru";"cifras\crystal-blue-persuasion\crystal-blue-persuasion_tommy-james-&-the-shondells.html"
1969;"ohio-express";"chewy-chewy";"2v-fyolawtw";"cifras\chewy-chewy\chewy-chewy_ohio-express.html"
1968;"hey-jude";"beatles";"eddi7ghzsqa";"cifras\beatles\beatles_hey-jude.html"
1968;"viola-enluarada";"marcos-valle-&-milton-nascimento";"1y_gvmmnhg8";"cifras\marcos-valle-&-milton-nascimento\marcos-valle-&-milton-nascimento_viola-enluarada.html"
1968;"baby";"gal-costa-&-caetano-veloso";"lxsqwhjlt48";"cifras\gal-costa-&-caetano-veloso\gal-costa-&-caetano-veloso_baby.html"
1968;"sa-marina";"wilson-simonal";"jl3xk79ysn0";"cifras\wilson-simonal\wilson-simonal_sa-marina.html"
1968;"love-is-blue";"paul-mauriat";"rjsnncsunze";"cifras\paul-mauriat\paul-mauriat_love-is-blue.html"
1968;"light-my-fire";"jose-feliciano";"5rze6tgmf9k";"cifras\jose-feliciano\jose-feliciano_light-my-fire.html"
1968;"se-voce-pensa";"roberto-carlos";"oaqyezil6-0";"cifras\roberto-carlos\roberto-carlos_se-voce-pensa.html"
1968;"macarthur-park";"richard-harris";"trwyqgk05dy";"cifras\richard-harris\richard-harris_macarthur-park.html"
1968;"pata-pata";"miriam-makeba";"zq5s5sh1ikk";"cifras\miriam-makeba\miriam-makeba_pata-pata.html"
1968;"tenho-um-amor-melhor-que-o-seu";"antonio-marcos";"4pzvu4uip2s";"cifras\antonio-marcos\antonio-marcos_tenho-um-amor-melhor-que-o-seu.html"
1968;"ultima-cancao";"paulo-sergio";"x00qgmfeaai";"cifras\paulo-sergio\paulo-sergio_ultima-cancao.html"
1968;"sou-louca-por-voce";"elizabeth";"vxz0h9civp0";"cifras\elizabeth\elizabeth_sou-louca-por-voce.html"
1968;"san-francisco-(be-sure-to-wear-flowers-in-your-hair)";"scott-mckenzie";"7i0vkky504u";"cifras\scott-mckenzie\scott-mckenzie_san-francisco-(be-sure-to-wear-flowers-in-your-hair).html"
1968;"mrs.-robinson";"simon-&-garfunkel";"9c1bcagu2i8";"cifras\simon-&-garfunkel\simon-&-garfunkel_mrs.-robinson.html"
1968;"a-chuva-que-cai";"os-caculas";"bg_sxsqceje";"cifras\os-caculas\os-caculas_a-chuva-que-cai.html"
1968;"pra-nunca-mais-chorar";"vanusa";"xego9bjk7zy";"cifras\vanusa\vanusa_pra-nunca-mais-chorar.html"
1968;"the-rain,-the-park-and-other-things";"cowsills";"foepowqlxpi";"cifras\cowsills\cowsills_the-rain,-the-park-and-other-things.html"
1968;"do-you-want-to-dance";"johnny-rivers";"rsi_7o2bome";"cifras\johnny-rivers\johnny-rivers_do-you-want-to-dance.html"
1968;"so-o-ome";"noriel-vilela";"r4fuqccuzmq";"cifras\noriel-vilela\noriel-vilela_so-o-ome.html"
1968;"segura-esse-samba-ogunhe";"osvaldo-nunes";"jq9pu12rq8u";"cifras\osvaldo-nunes\osvaldo-nunes_segura-esse-samba-ogunhe.html"
1968;"dio-come-ti-amo";"gigliola-cinquetti";"ksr9ycwoax4";"cifras\gigliola-cinquetti\gigliola-cinquetti_dio-come-ti-amo.html"
1968;"pra-nao-dizer-que-nao-falei-das-flores-(caminhando)";"geraldo-vandre";"6oglrrjliiy";"cifras\geraldo-vandre\geraldo-vandre_pra-nao-dizer-que-nao-falei-das-flores-(caminhando).html"
1968;"i-love-you";"people";"xo5rkf2w_ro";"cifras\people\people_i-love-you.html"
1968;"la-derniere-valse";"mirelle-mathieu";"clb6xt14okc";"cifras\mirelle-mathieu\mirelle-mathieu_la-derniere-valse.html"
1968;"minha-primeira-desilusao";"silvinha";"a-3gu6r6zt0";"cifras\silvinha\silvinha_minha-primeira-desilusao.html"
1968;"summer-rain";"johnny-rivers";"xa9vwveyojg";"cifras\johnny-rivers\johnny-rivers_summer-rain.html"
1968;"hello-goodbye";"beatles";"zkh3pddzzua";"cifras\beatles\beatles_hello-goodbye.html"
1968;"the-fool-on-the-hill";"sergio-mendes-&-brasil-66";"vehckjjbe8i";"cifras\sergio-mendes-&-brasil-66\sergio-mendes-&-brasil-66_the-fool-on-the-hill.html"
1968;"divino-maravilhoso";"gal-costa";"w7sbzkhdsfc";"cifras\gal-costa\gal-costa_divino-maravilhoso.html"
1968;"playboy";"silvinha";"m54ekl5tcli";"cifras\silvinha\silvinha_playboy.html"
1968;"(theme-from)-valley-of-the-dolls";"dionne-warwick";"9xkksskmjbk";"cifras\dionne-warwick\dionne-warwick_(theme-from)-valley-of-the-dolls.html"
